id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
971,No candidate mentioned,0.3877,yes,0.6227,Neutral,0.332,None of the above,0.3877,,rose_lundsberg,,80,,,RT @TheBloggess: Rather than watching the #GOPDebate I'm just watching @maureenjohnson live-tweet it.  I've made the right decision. https:…,,8/7/2015 9:46,6.29695E+17,in the crowd,
972,Marco Rubio,1,yes,1,Positive,1,None of the above,1,,RekLeCounte,,0,,,Interesting #GOPDebate analysis. @marcorubio clearly excelled as conservative leader we need. Go @TeamMarco! #tcot https://t.co/pve8wuodke,,8/7/2015 9:46,6.29695E+17,Virginia,Eastern Time (US & Canada)
973,Donald Trump,1,yes,1,Negative,1,None of the above,1,,thwatch,,0,,,@krauthammer Sorry the downfall of Trump in last nights debate is greatly exaggerated #GOPDebate,,8/7/2015 9:46,6.29695E+17,new york,Atlantic Time (Canada)
974,Scott Walker,1,yes,1,Negative,0.6818,Foreign Policy,1,,Clever_Otter,,0,,,"Moderator: ""@ScottWalker,when you 'rip up the Iran deal on day 1',what then?"" Walker: ""I remember tying yellow ribbons on trees."" #GOPDebate",,8/7/2015 9:46,6.29695E+17,Earth,Mountain Time (US & Canada)
975,No candidate mentioned,1,yes,1,Negative,0.6771,Religion,0.6667,,LelaV89,,2,,,"RT @CCalbos: ""Tell us how god speaks to you.."" What is happening? Is this real life?  #GOPDebate",,8/7/2015 9:46,6.29695E+17,"ÜT: 41.39073,-73.96695",Quito
976,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,Shelleyalee,,73,,,"RT @GusRamsey: SNL doesn't have a big enough cast to spoof this. 
#GOPDebate",,8/7/2015 9:46,6.29695E+17,Atlanta,Eastern Time (US & Canada)
977,No candidate mentioned,0.4494,yes,0.6704,Neutral,0.6704,Racial issues,0.2465,,STERLINGMHOLMES,,0,,,"BBCWorld: RT BBCJonSopel: In midst of #GOPDebate came big blow to BarackObama with announcement that leading Jewish Democrat, Sen. Schumer,…",,8/7/2015 9:46,6.29695E+17,EARTH ,Pacific Time (US & Canada)
978,Mike Huckabee,1,yes,1,Negative,0.6951,None of the above,0.68,,LelaV89,,2,,,"RT @CCalbos: Huckabee: ""the military is to kill people and break things."" On behalf of military families...F you. #GOPDebate",,8/7/2015 9:46,6.29695E+17,"ÜT: 41.39073,-73.96695",Quito
979,No candidate mentioned,0.4594,yes,0.6778,Neutral,0.3444,None of the above,0.4594,,dddreamcat,,18,,,RT @PerezHilton: While you were watching the #GOPDebate @HillaryClinton was taking selfies with @KimKardashian! http://t.co/hYTSDeMr64 http…,,8/7/2015 9:46,6.29695E+17,Oregon,Pacific Time (US & Canada)
980,Ben Carson,0.6245,yes,1,Neutral,0.6687,None of the above,0.6687,,rusty_schroeder,,418,,,RT @RealBenCarson: My Pre #GOPDebate 'ritual'. #BC2DC16  https://t.co/agbMc4nBM5,,8/7/2015 9:46,6.29695E+17,"Texas, USA----NATIVE",Central Time (US & Canada)
981,Donald Trump,0.4426,yes,0.6653,Negative,0.6653,Jobs and Economy,0.2301,,Sleevetalkshow,,0,,,"@realDonaldTrump's arrogance at the #GOPDebate: ""I’ve used the laws of the country to my advantage."" #NotThatGuy http://t.co/Rjtjr9iOAC",,8/7/2015 9:46,6.29695E+17,Anywhere & Everywhere!,Eastern Time (US & Canada)
982,Ted Cruz,1,yes,1,Neutral,0.6848,None of the above,1,,brendanIllis,,0,,,18 hours later looking back: My biggest gaffe of the #GOPDebate was repeatedly tagging Victor Cruz (@TeamVic) instead of Ted Cruz (@tedcruz),,8/7/2015 9:46,6.29695E+17,Center Valley PA,Eastern Time (US & Canada)
983,No candidate mentioned,1,yes,1,Negative,1,Abortion,0.3667,,alabamafan2,,0,,,It's real scary that liberals are allowed 2 walk around after committing horrific crimes against humanity. #GOPDebate  #PlannedButcherhood,,8/7/2015 9:46,6.29695E+17,Georgia,Eastern Time (US & Canada)
984,Donald Trump,0.4121,yes,0.642,Negative,0.642,None of the above,0.4121,,RickyAppleseed,,0,,,"I'd like to thank the other 9 candidates at the #GOPDebate who took Trump to task for once again trying to #FatShame @Rosie. But, I can't...",,8/7/2015 9:46,6.29695E+17,Cheektowaga NY USA ,
985,No candidate mentioned,1,yes,1,Positive,0.7111,FOX News or Moderators,1,,AnthonySeees,,0,,,Gotta love @megynkelly #GOPDebate,,8/7/2015 9:46,6.29695E+17,,
986,Donald Trump,1,yes,1,Neutral,0.3493,Foreign Policy,0.6845,,SamValley,,59,,,RT @NumbersMuncher: Donald Trump is the guy who flips the Risk board over once he realizes he can't overtake Asia. #GOPDebate,,8/7/2015 9:46,6.29695E+17, San Fernando Valley,Pacific Time (US & Canada)
987,No candidate mentioned,1,yes,1,Negative,0.6915,None of the above,1,,JPC_III,,0,,,@brendohare great battle last night by premier teenage athletes. #GOPDebate http://t.co/pLGp4Aai2y,,8/7/2015 9:46,6.29695E+17,,
988,No candidate mentioned,1,yes,1,Negative,0.67,FOX News or Moderators,1,,NYMediaCritic,,0,,,.@FoxNews should replace @megynkelly with @marthamaccallum in future debates. MacCallum did a MUCH better job in early debate. #GOPDebate,,8/7/2015 9:46,6.29695E+17,,
989,Donald Trump,1,yes,1,Negative,1,None of the above,1,,brianjhanley,,0,,,"Donald Trump, Democratic Spy? http://t.co/8N9MvTKN4u @realDonaldTrump @SenSanders #trump #DonaldTrump #Hillary2016 #GOPDebate",,8/7/2015 9:46,6.29695E+17,,
990,No candidate mentioned,0.4342,yes,0.6589,Positive,0.3391,,0.2247,,catchinawave13,,1,,,RT @jjosephwilliams: 16% of United States homes with TV sets tuned in to #GOPDebate. Wow. http://t.co/TRs8vMWJYg,,8/7/2015 9:46,6.29695E+17,"Nashville, Tennessee",Central Time (US & Canada)
991,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,FashnDiva,,0,,,#GOPDebate or Old White Rich Conservative Dudes on Parade. That's a childhood nightmare of mine.,,8/7/2015 9:46,6.29695E+17,"Small Town, Ohio",Quito
992,Donald Trump,1,yes,1,Positive,0.6542,None of the above,1,,SteelersNasty,,0,,,.@ljcambria @realDonaldTrump Don't forget to vote for him! Especislly when he has to go Independent! #LULZ  #HUCKSTER #RNC #GOP #GOPDebate,,8/7/2015 9:46,6.29695E+17,"IN YOUR HEAD, MOM'S BASEMENT ",
993,No candidate mentioned,1,yes,1,Negative,0.7065,Women's Issues (not abortion though),1,,flammi,,0,,,Recap of the #GOPdebate: these #TenMen want to make choices for all women. #GOPtbt http://t.co/v1desifyee,,8/7/2015 9:46,6.29695E+17,"New York, NY",Eastern Time (US & Canada)
994,Donald Trump,0.6629,yes,1,Negative,0.6629,None of the above,0.6742,,Khaki62,,489,,,"RT @Writeintrump: I not only made Hillary Clinton go to my wedding, but I also made her be my Best Man.  #GOPDebate",,8/7/2015 9:46,6.29695E+17,,Eastern Time (US & Canada)
995,Rand Paul,1,yes,1,Negative,1,None of the above,1,,Norsu2,,2,,,"Rand Paul could drop out of top 10 w dreadful, petulent debate. Fiorina moves up #gopdebate #tcot",,8/7/2015 9:46,6.29695E+17,Metro Boston #Cmass,
996,No candidate mentioned,1,yes,1,Negative,0.3685,None of the above,1,,MagicMeeple,,621,,,"RT @nerdist: I gotta say it's refreshing to hear a presidential debate where everyone is correctly pronouncing ""nuclear"" #GOPDebate",,8/7/2015 9:46,6.29695E+17,"Phoenix, AZ, USA",Pacific Time (US & Canada)
997,No candidate mentioned,0.4298,yes,0.6556,Negative,0.3444,None of the above,0.4298,,DiplomatEsq,,8,,,RT @GogoAleee: IG Deleted DD Account after we participated in the #KKKorGOP hashtag during the #GOPDebate http://t.co/jNYRNOPngx via @Dream…,,8/7/2015 9:46,6.29695E+17,,Eastern Time (US & Canada)
998,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,Jordan_p34,,5,,,RT @CrazyClarine: lol! RT @The3o5FlyGuy: Watching the #GOPDebate like... http://t.co/zOwJcU2baZ,,8/7/2015 9:46,6.29695E+17,,
999,No candidate mentioned,0.4955,yes,0.7039,Negative,0.7039,None of the above,0.4955,,CurlyJefff,,107,,,RT @sjadetx: My thoughts on the #GOPDebate http://t.co/BT7glNYUoN,,8/7/2015 9:46,6.29695E+17,540,Atlantic Time (Canada)
1000,Donald Trump,0.6659,yes,1,Negative,1,FOX News or Moderators,1,,Shirleystopirs,,1,,,RT @FreedomTexasMom: My LOVE for @megynkelly died tonight at the #GOPDebate #FoxNews #TrumpCruz2016 #MakeAmericaGreatAgain,,8/7/2015 9:46,6.29695E+17,,Atlantic Time (Canada)
1001,Mike Huckabee,0.6526,yes,1,Positive,1,None of the above,1,,georgehenryw,,0,,,"Executive Experience Matters

#gopdebate #ccot #gop #teaparty #imwithhuck #tcot #th2016 #RenewUS #wakeupamerica https://t.co/uCA5oguT29",,8/7/2015 9:46,6.29695E+17,Texas,Central Time (US & Canada)
1002,Donald Trump,1,yes,1,Negative,1,None of the above,1,,iAintBragging,,0,,,Does Trump not realize he's a complete joke or?? I feel as though he would have caught onto that by now #GOPDebate,,8/7/2015 9:46,6.29695E+17,probs rehearsal ,Pacific Time (US & Canada)
1003,Donald Trump,0.4495,yes,0.6705,Positive,0.3409,None of the above,0.4495,,dcpayne42,,0,,,"@realDonaldTrump to primary voters: ""Your chances look good for the general election. It'd be a shame if something happened..."" #GOPDebate",,8/7/2015 9:46,6.29695E+17,"Indiana, USA",Eastern Time (US & Canada)
1004,No candidate mentioned,1,yes,1,Negative,1,Religion,1,,NoDogma13,,0,,,"""ISIS! Islamic extremism!""
Did I doze off when they spoke of the right wing Christian extremism that is plaguing our country?
#GOPDebate",,8/7/2015 9:46,6.29695E+17,Reality-based world,Pacific Time (US & Canada)
1005,Marco Rubio,1,yes,1,Positive,1,Immigration,1,,Conservatveone,,18,,,RT @RickCanton: #TeamMarco - understands immigration better than anyone on stage. #GOPDebate http://t.co/ivvfCxpnN7,,8/7/2015 9:46,6.29695E+17,,
1006,Jeb Bush,1,yes,1,Positive,0.3488,None of the above,1,,LA_theGirl,,0,,,"In honor of last night's #GOPDebate, I'd like to add an exclamation point to the end of my name, and maybe get it put on Jeb! vanity plate.",,8/7/2015 9:46,6.29695E+17,"Grand Rapids, MI",Eastern Time (US & Canada)
1007,Jeb Bush,0.4086,yes,0.6393,Negative,0.6393,None of the above,0.4086,,hriefs,,0,,,"""How do you earn a Jeb? And how is Jeb going to earn this nomination?"" @tnyCloseRead http://t.co/BKOWYl34ft #GOPDebate",,8/7/2015 9:46,6.29695E+17,Chicago,Central Time (US & Canada)
1008,Donald Trump,1,yes,1,Neutral,0.6882,None of the above,1,,absabella,,279,,,"RT @seanhannity: .@realDonaldTrump: “We need a leader at the top that’s going to not worry so much about tone, that’s going to get results.…",,8/7/2015 9:46,6.29695E+17,New York,Central Time (US & Canada)
1009,Donald Trump,1,yes,1,Negative,0.6792,None of the above,0.6792,,MSchmidtRTD,,1,,,"Va. GOP leaders praise debate performances. Trump's, not so much. http://t.co/Ul5pgAq4UH #Election2016 #GOPDebate",,8/7/2015 9:46,6.29695E+17,"Richmond, VA",Eastern Time (US & Canada)
1010,Ben Carson,0.4395,yes,0.6629,Positive,0.6629,Racial issues,0.2235,,goboykin,,44,,,"RT @DraftRunBenRun: ""We are the United States of America, not the Divided States of America."" -@RealBenCarson #GOPDebate http://t.co/riTsRZ…",,8/7/2015 9:46,6.29695E+17,Columbia SC  greatest city,
1011,Ben Carson,0.3934,yes,0.6272,Negative,0.3276,None of the above,0.3934,,Spkr_4TheDead,,0,,,Ben Carson identifying the left's use of Alinsky tactics? Masterful. #GOPDebate,,8/7/2015 9:46,6.29695E+17,At the enemy's gate,Pacific Time (US & Canada)
1012,Mike Huckabee,1,yes,1,Negative,1,None of the above,1,,UdnSpeak4me,,48,,,RT @lizzwinstead: Mike Huckabee. You are broken. #GOPDebate,,8/7/2015 9:46,6.29695E+17,"California, USA",Tijuana
1013,Donald Trump,1,yes,1,Negative,1,None of the above,1,,Flame__on,,4,,,"RT @coleasschneider: FYI, the real terror is Donald Trump's hair. #GOPDebate",,8/7/2015 9:46,6.29695E+17,Michigan,Central Time (US & Canada)
1014,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,RBrianGass,,0,,,Who faces the most pressure coming out of the #GOPDebate? I'd say @CNN who hosts the next debate. http://t.co/tfuew8uGPs,,8/7/2015 9:45,6.29695E+17,"Nashville, TN",Central Time (US & Canada)
1015,,0.227,yes,0.6517,Negative,0.6517,,0.227,,TrumpIssues,,0,,,"@JebBush and @HillaryClinton can have pretty much the same donors, but let's make a big deal because Trump said ""fat pig."" #GOPDebate #PC",,8/7/2015 9:45,6.29695E+17,United States Of America,Pacific Time (US & Canada)
1016,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,kinghasler54,,2,,,RT @TKrypt_: MOTIVE: These guys REALLY REALLY want to get elected so they can get their hands on this kind of money #GOPDebate http://t.co/…,,8/7/2015 9:45,6.29695E+17,Anonymous,
1017,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,Norseman1942,,371,,,RT @JimSterling: The #GOPDebate still rages on... http://t.co/X791Idd7Lx,,8/7/2015 9:45,6.29695E+17,,
1018,No candidate mentioned,0.4539,yes,0.6737,Neutral,0.3579,None of the above,0.4539,,myrlciakvvx,,0,,,RT kayleymelissa: #GOPDebate is like the trial from The Unbreakable Kimmy Schmidt and Dona… http://t.co/jAqjwnndgB http://t.co/4WblZpp8lJ,,8/7/2015 9:45,6.29695E+17,,
1019,Donald Trump,1,yes,1,Negative,0.6818,None of the above,1,,mchamric,,2,,,RT “@TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/nwGx8G8JWr”,,8/7/2015 9:45,6.29695E+17,,
1020,No candidate mentioned,1,yes,1,Neutral,1,None of the above,0.6559,,WallSarawall38,,12,,,RT @amysmith70: .@CarlyFiorina Shows How to Push Back Against Matthews on @Hardball #msnbc #mediabias #GOPDebate  http://t.co/dXxIhajzg9,,8/7/2015 9:45,6.29695E+17,"South Carolina, USA",
1021,No candidate mentioned,1,yes,1,Negative,0.6778,None of the above,1,,theChrzanOne,,0,,,I would love 2 see a debate where there are fact checkers &amp; if u make like 5 false statements u are disqualified from the debate #GOPDebate,,8/7/2015 9:45,6.29695E+17,"Detroit, Michigan",Eastern Time (US & Canada)
1022,Mike Huckabee,1,yes,1,Neutral,1,None of the above,0.6585,,AnnaKarinMajer,,76,,,"RT @GovMikeHuckabee: Without a secure border, nothing matters --&gt; http://t.co/9da0D98KdW #ImWithHuck #GOPDebate http://t.co/9iTfSTTJRk",,8/7/2015 9:45,6.29695E+17,,
1023,,0.2333,yes,0.6292,Negative,0.3371,FOX News or Moderators,0.3959,,Viacom78,,1,,,"RT @dominionIN: Blimey! #GOPDebate #Foxnews 
@FoxNews @piersmorgan http://t.co/GtXRtJ8yBN",,8/7/2015 9:45,6.29695E+17,,
1024,No candidate mentioned,0.4395,yes,0.6629,Negative,0.6629,None of the above,0.4395,,_nif50,,0,,,So I've watched #GOPDebate (pl don't judge me) for some education &amp; stuff (prez debates are class tbh - Romney in prev yr). Disappointing.,,8/7/2015 9:45,6.29695E+17,,New Delhi
1025,No candidate mentioned,1,yes,1,Negative,0.6774,None of the above,0.6667,,Mama_Jones2013,,2,,,"RT @bmangh: #GOPDebate was like #JackNicholson driving his fellow patients around in ""One Flew Over the Cuckoos Nest."" http://t.co/lRpXQgx4…",,8/7/2015 9:45,6.29695E+17,Texas,
1026,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,ctmock,,0,,,#factcheck of first #GOPDebate #GOP @washingtonpost http://t.co/kUBanAt83E,,8/7/2015 9:45,6.29695E+17,"Chicago, IL ",
1027,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.6383,,sunilkajaria,,7,,,"RT @lizadonnelly: Visually, the #GOPDebate could have used more dancing, IMHO. My cartoon roundup in tweet drawing!! https://t.co/SJiZ8A2ZUf",,8/7/2015 9:45,6.29695E+17,Kolkata,New Delhi
1028,No candidate mentioned,0.394,yes,0.6277,Negative,0.6277,Foreign Policy,0.394,,DonQuixote1950,,398,,,RT @JohnFugelsang: Lindsey Graham has never met a war he's afraid to send your kids to.  #gopdebate,,8/7/2015 9:45,6.29695E+17,"The Villages, FL.",Atlantic Time (Canada)
1029,Donald Trump,1,yes,1,Negative,1,None of the above,1,,sharynbovat,,0,,,When @realDonaldTrump hears what iSaid about him during TV interview on #gopdebate he'll call me a dog...Ruff ruff😏 http://t.co/pyJ4HUhgjE,,8/7/2015 9:45,6.29695E+17,Washington DC,Central Time (US & Canada)
1030,No candidate mentioned,0.4347,yes,0.6593,Negative,0.6593,None of the above,0.4347,,ZDriven,,19,,,"RT @TXDemParty: If you agree that none of these guys should ever be president, add your name ➡️ http://t.co/o7oSxwKQ98 #GOPDebate http://t.…",,8/7/2015 9:45,6.29695E+17,,
1031,Scott Walker,1,yes,1,Positive,1,None of the above,1,,ScottWalker,,26,,,Didn't catch the full #GOPdebate last night. Here are some of Scott's best lines in 90 seconds. #Walker16 http://t.co/ZSfFBJmvx8,,8/7/2015 9:45,6.29695E+17,"Wauwatosa, WI",Central Time (US & Canada)
1032,No candidate mentioned,1,yes,1,Positive,1,None of the above,1,,lawrenxe17,,0,,,People really need to do their research on Carly Fiorina. She was extremely impressive in the #GOPDebate yesterday. @CarlyFiorina,,8/7/2015 9:45,6.29695E+17,,Eastern Time (US & Canada)
1033,No candidate mentioned,0.4287,yes,0.6548,Negative,0.6548,FOX News or Moderators,0.4287,,Samstwitch,,11,,,RT @Nottinghams1: #GOPDebate #MegynKelly is a media whore,,8/7/2015 9:45,6.29695E+17,"Fort Worth, Texas",Central Time (US & Canada)
1034,No candidate mentioned,0.4171,yes,0.6458,Negative,0.6458,FOX News or Moderators,0.4171,,smoothblink_fly,,1,,,"RT @el_deego: Hey @FoxNews, why wasn't #DeflateGate a bigger talking point last night? Makes me think the whole debate was a sham. #GOPDeba…",,8/7/2015 9:45,6.29695E+17,"Michigan, USA",
1035,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,ceye,,0,,,Not much fact checking of the #GOPDebate because we have just accepted that Republicans will lie about everything. #PostTruthSociety,,8/7/2015 9:45,6.29695E+17,Alabama,Central Time (US & Canada)
1036,No candidate mentioned,0.4398,yes,0.6632,Neutral,0.6632,FOX News or Moderators,0.4398,,mancunianmedic,,0,,,"Fox News clearly have a hair, dress and complexion code for the presenters. As for #GOPDebate, talk about middle aged men in suits!....",,8/7/2015 9:45,6.29695E+17,Berks/London,
1037,Ted Cruz,0.6469,yes,1,Neutral,0.3531,None of the above,0.6779,,ibermarino,,131,,,"RT @WayneDupreeShow: From earlier tonight on FB from @MarkLevinShow

#GOPDebate http://t.co/ilnovJU2a9",,8/7/2015 9:45,6.29695E+17,MIAMI FLORIDA USA,
1038,Donald Trump,0.6452,yes,1,Neutral,0.6882,None of the above,0.6452,,Born2RunJosh,,25,,,"RT @DanScavino: #GOPDebate Time:
Trump 11:40
Bush 8:48
Kasich 6:52
Rubio 6:49
Carson 6:46
Cruz 6:46
Huckabee 6:42
Christie 6:24
Walker 5:45…",,8/7/2015 9:45,6.29695E+17,,
1039,No candidate mentioned,1,yes,1,Negative,0.6598,None of the above,0.6598,,CindyJackson28,,4,,,RT @cerenomri: I thought we fought the Revolution against the quartering of troops in wartime #GOPDebate,,8/7/2015 9:45,6.29695E+17,Texas,
1040,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,AnitaFinlay,,8,,,"RT @TajMagruder: Hillary got 19 mentions at the #GOPDebate and the middle class got 2. Really, what would they talk about if not her?",,8/7/2015 9:45,6.29695E+17,,Pacific Time (US & Canada)
1041,No candidate mentioned,1,yes,1,Negative,1,Abortion,1,,helloatzirysays,,51,,,RT @808s_n_cupcakes: Bruh RT @blowticious: Pro-life Republicans be like #GOPDebate http://t.co/dgu7yJ9IeX,,8/7/2015 9:45,6.29695E+17,AL,Central Time (US & Canada)
1042,Jeb Bush,1,yes,1,Negative,1,None of the above,1,,ConnieHair,,13,,,"RT @Shaughn_A: I can think of at least 1 person @CarlyFiorina shld've replaces. Was @JebBush even on the #GOPDebate stage? 😕

#tcot http://…",,8/7/2015 9:45,6.29695E+17,"Washington, D.C.",Eastern Time (US & Canada)
1043,No candidate mentioned,1,yes,1,Negative,0.6733,None of the above,1,,KellySarka,,1,,,RT @jonesmarkh: Friendly reminder that a focus group is not a poll #GOPDebate  https://t.co/MheK8YWGLH,,8/7/2015 9:45,6.29695E+17,,
1044,No candidate mentioned,0.6739,yes,1,Negative,0.6848,None of the above,1,,rebeccakimberly,,0,,,And then there was the moment things got really weird... #GOPDebate http://t.co/fCo3kzPVQE,,8/7/2015 9:45,6.29695E+17,"Chicago, IL",Central Time (US & Canada)
